<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025-12-01	12:45:00	4254.35	4257.85	4252.98	4255.57	1431	0	5
2025-12-01	13:00:00	4255.27	4256.81	4250.73	4251.61	1344	0	5
2025-12-01	13:15:00	4251.56	4255.73	4248.28	4254.39	1419	0	5
2025-12-01	13:30:00	4254.32	4258.28	4251.72	4258.27	1402	0	9
2025-12-01	13:45:00	4258.44	4258.48	4253.18	4254.59	1350	0	5
2025-12-01	14:00:00	4254.62	4256.49	4247.39	4249.11	1473	0	5
2025-12-01	14:15:00	4248.93	4254.26	4247.81	4252.66	1450	0	16
2025-12-01	14:30:00	4252.63	4256.16	4250.47	4252.61	1402	0	7
2025-12-01	14:45:00	4252.58	4252.88	4244.21	4246.35	1527	0	5
2025-12-01	15:00:00	4246.35	4256.42	4245.51	4254.31	1591	0	6
2025-12-01	15:15:00	4254.28	4257.72	4249.95	4256.73	1537	0	17
2025-12-01	15:30:00	4256.73	4264.63	4256.73	4261.74	1521	0	6
2025-12-01	15:45:00	4261.95	4263.09	4247.12	4247.21	1571	0	5
2025-12-01	16:00:00	4246.99	4249.25	4238.43	4247.25	1600	0	9
2025-12-01	16:15:00	4247.11	4249.44	4242.32	4246.44	1539	0	17
2025-12-01	16:30:00	4246.56	4247.97	4219.75	4224.97	1772	0	7
2025-12-01	16:45:00	4224.13	4241.32	4223.09	4240.08	1669	0	5
2025-12-01	17:00:00	4240.35	4245.05	4230.5	4231.47	1680	0	13
2025-12-01	17:15:00	4231.37	4232.15	4219.32	4228.11	1718	0	5
2025-12-01	17:30:00	4228.4	4236.37	4222.02	4229.15	1671	0	7
2025-12-01	17:45:00	4229.01	4233.73	4221.84	4232.49	1627	0	5
2025-12-01	18:00:00	4232.76	4239.87	4231.57	4237.23	1616	0	5
2025-12-01	18:15:00	4237.24	4239.93	4227.03	4239.93	1633	0	6
2025-12-01	18:30:00	4239.95	4240.3	4230.64	4238.99	1621	0	12
2025-12-01	18:45:00	4239.01	4242.21	4224.93	4226.17	1679	0	6
2025-12-01	19:00:00	4226.36	4233.53	4223.17	4230.01	1628	0	9
2025-12-01	19:15:00	4230.66	4236.53	4227.2	4235.42	1524	0	8
2025-12-01	19:30:00	4235.59	4239.71	4235.38	4239.02	1454	0	7
2025-12-01	19:45:00	4239.45	4239.98	4230.14	4232.43	1523	0	14
2025-12-01	20:00:00	4232.66	4238.6	4232.49	4236.5	1440	0	5
2025-12-01	20:15:00	4236.48	4242.04	4235.43	4240.9	1476	0	5
2025-12-01	20:30:00	4241.53	4242.8	4236.27	4242.38	1374	0	17
2025-12-01	20:45:00	4242.41	4244.68	4237.38	4240.29	1348	0	16
2025-12-01	21:00:00	4240.31	4241.82	4236.1	4237.65	1340	0	16
2025-12-01	21:15:00	4237.69	4242.2	4236.6	4241.68	1413	0	16
2025-12-01	21:30:00	4241.09	4243.84	4233.95	4233.95	1389	0	6
2025-12-01	21:45:00	4233.7	4236.92	4229.37	4236.87	1466	0	5
2025-12-01	22:00:00	4237.01	4240.86	4235.11	4238.51	1365	0	12
2025-12-01	22:15:00	4238.2	4239.28	4235.32	4237.56	1222	0	9
2025-12-01	22:30:00	4237.62	4241.35	4235.43	4240.93	1275	0	8
2025-12-01	22:45:00	4240.93	4241.25	4234.42	4237.29	1423	0	8
2025-12-01	23:00:00	4237.11	4238.85	4235.35	4238.29	1001	0	17
2025-12-01	23:15:00	4238.27	4240.56	4237.9	4238.62	763	0	10
2025-12-01	23:30:00	4238.62	4238.62	4233.11	4233.33	763	0	5
2025-12-01	23:45:00	4233.39	4234.45	4230.49	4232.07	719	0	12
2025-12-02	01:00:00	4231.67	4233.72	4229.02	4233.04	939	0	15
2025-12-02	01:15:00	4233.09	4236.03	4231.56	4235.62	761	0	10
2025-12-02	01:30:00	4235.59	4235.82	4228.7	4230.66	1060	0	13
2025-12-02	01:45:00	4230.62	4230.62	4224.38	4227.6	1051	0	8
2025-12-02	02:00:00	4227.66	4227.91	4223.57	4227.06	1088	0	17
2025-12-02	02:15:00	4226.77	4227.6	4221.45	4225.11	1075	0	16
2025-12-02	02:30:00	4225.12	4228.56	4224.02	4228.37	1084	0	5
2025-12-02	02:45:00	4228.41	4229.67	4223.46	4226.92	1228	0	16
2025-12-02	03:00:00	4227.21	4227.21	4191.11	4204.87	1548	0	5
2025-12-02	03:15:00	4205.29	4216.08	4204.44	4213.92	1414	0	16
2025-12-02	03:30:00	4213.69	4218.26	4208.28	4210.85	1357	0	8
2025-12-02	03:45:00	4211.0	4220.99	4210.08	4219.67	1280	0	10
2025-12-02	04:00:00	4219.67	4221.43	4215.71	4219.15	1239	0	17
2025-12-02	04:15:00	4219.18	4223.36	4215.94	4217.15	1132	0	17
2025-12-02	04:30:00	4217.07	4221.86	4214.42	4221.54	1192	0	12
2025-12-02	04:45:00	4221.38	4224.75	4220.07	4221.47	1166	0	5
2025-12-02	05:00:00	4221.6	4225.48	4220.77	4223.94	1205	0	9
2025-12-02	05:15:00	4224.03	4226.13	4222.35	4222.81	1127	0	10
2025-12-02	05:30:00	4222.49	4225.41	4220.76	4221.31	1062	0	17
2025-12-02	05:45:00	4221.38	4221.67	4215.73	4216.8	1184	0	17
2025-12-02	06:00:00	4216.79	4220.55	4215.48	4216.62	1050	0	17
2025-12-02	06:15:00	4216.74	4219.03	4215.37	4216.43	1106	0	17
2025-12-02	06:30:00	4216.44	4218.03	4213.69	4217.83	1083	0	11
2025-12-02	06:45:00	4217.82	4218.8	4216.0	4218.77	937	0	5
2025-12-02	07:00:00	4218.72	4219.79	4215.21	4219.27	1086	0	5
2025-12-02	07:15:00	4219.17	4223.14	4219.13	4221.43	1056	0	15
2025-12-02	07:30:00	4221.46	4223.22	4219.08	4220.39	1188	0	16
2025-12-02	07:45:00	4220.27	4225.3	4220.09	4225.01	1180	0	12
2025-12-02	08:00:00	4225.02	4226.3	4223.77	4223.77	1096	0	7
2025-12-02	08:15:00	4223.8	4224.15	4204.33	4205.46	1390	0	16
2025-12-02	08:30:00	4205.61	4210.46	4203.38	4209.16	1343	0	5
2025-12-02	08:45:00	4209.22	4215.22	4207.81	4212.74	1279	0	5
2025-12-02	09:00:00	4212.9	4214.44	4210.35	4213.7	1052	0	11
2025-12-02	09:15:00	4213.77	4219.28	4213.19	4217.46	1130	0	5
2025-12-02	09:30:00	4217.67	4218.61	4211.36	4211.5	1146	0	5
2025-12-02	09:45:00	4211.58	4214.15	4209.68	4213.32	1149	0	5
2025-12-02	10:00:00	4213.54	4215.35	4207.24	4214.55	1233	0	17
2025-12-02	10:15:00	4214.46	4217.06	4212.13	4214.49	1143	0	12
2025-12-02	10:30:00	4214.43	4216.54	4211.5	4212.53	1140	0	15
2025-12-02	10:45:00	4212.47	4214.39	4210.18	4210.24	1111	0	7
2025-12-02	11:00:00	4210.02	4213.08	4205.03	4207.96	1144	0	17
2025-12-02	11:15:00	4207.94	4208.75	4192.2	4194.21	1237	0	17
2025-12-02	11:30:00	4194.68	4195.88	4180.91	4190.47	1384	0	5
2025-12-02	11:45:00	4190.48	4194.05	4187.79	4191.74	1230	0	9
2025-12-02	12:00:00	4191.7	4192.26	4186.38	4186.97	1177	0	5
2025-12-02	12:15:00	4186.83	4189.2	4182.26	4186.78	1241	0	6
2025-12-02	12:30:00	4186.56	4188.37	4184.43	4187.58	1085	0	5
2025-12-02	12:45:00	4187.59	4189.62	4181.91	4185.66	1182	0	5
2025-12-02	13:00:00	4185.7	4189.53	4184.88	4187.64	1049	0	5
2025-12-02	13:15:00	4187.65	4196.92	4186.91	4196.7	1106	0	5
2025-12-02	13:30:00	4196.86	4200.63	4194.41	4197.69	1209	0	5
2025-12-02	13:45:00	4197.74	4205.65	4196.27	4205.15	1201	0	5
2025-12-02	14:00:00	4205.15	4208.07	4203.89	4205.08	1161	0	13
2025-12-02	14:15:00	4205.07	4207.03	4201.04	4204.55	1192	0	16
2025-12-02	14:30:00	4204.52	4206.43	4202.39	4205.3	1039	0	17
2025-12-02	14:45:00	4205.33	4209.92	4203.93	4208.71	1039	0	17
2025-12-02	15:00:00	4209.01	4215.09	4202.3	4205.04	1402	0	16
2025-12-02	15:15:00	4205.32	4208.82	4202.25	4203.62	1349	0	17
2025-12-02	15:30:00	4203.78	4209.54	4203.03	4205.06	1293	0	13
2025-12-02	15:45:00	4205.2	4212.67	4202.87	4212.29	1303	0	6
2025-12-02	16:00:00	4212.32	4223.93	4212.19	4223.45	1418	0	10
2025-12-02	16:15:00	4223.51	4230.88	4221.95	4227.62	1415	0	6
2025-12-02	16:30:00	4227.84	4229.5	4215.48	4217.98	1482	0	5
2025-12-02	16:45:00	4217.94	4225.72	4214.44	4218.92	1467	0	9
2025-12-02	17:00:00	4218.62	4219.59	4204.79	4206.15	1471	0	12
2025-12-02	17:15:00	4206.04	4208.6	4186.73	4188.28	1504	0	5
2025-12-02	17:30:00	4187.51	4191.92	4179.38	4189.42	1493	0	5
2025-12-02	17:45:00	4189.38	4189.55	4163.43	4169.27	1513	0	5
2025-12-02	18:00:00	4169.37	4178.25	4166.97	4177.31	1465	0	5
2025-12-02	18:15:00	4177.13	4179.55	4171.31	4177.18	1414	0	8
2025-12-02	18:30:00	4176.99	4190.29	4176.92	4186.09	1394	0	6
2025-12-02	18:45:00	4186.05	4188.82	4180.42	4184.69	1349	0	5
2025-12-02	19:00:00	4184.64	4192.12	4184.64	4187.48	1328	0	5
2025-12-02	19:15:00	4187.54	4192.97	4187.29	4192.01	1250	0	5
2025-12-02	19:30:00	4192.15	4196.14	4190.43	4193.06	1214	0	5
2025-12-02	19:45:00	4193.08	4196.96	4193.08	4193.91	1251	0	16
2025-12-02	20:00:00	4193.7	4196.86	4191.14	4192.43	1251	0	12
2025-12-02	20:15:00	4192.39	4195.47	4189.26	4189.35	1279	0	6
2025-12-02	20:30:00	4189.26	4191.13	4183.11	4187.25	1297	0	5
2025-12-02	20:45:00	4187.19	4191.71	4185.88	4190.8	1171	0	17
2025-12-02	21:00:00	4191.16	4198.18	4191.16	4196.99	1176	0	14
2025-12-02	21:15:00	4197.11	4198.29	4194.07	4197.29	1026	0	6
2025-12-02	21:30:00	4197.25	4199.77	4193.71	4194.99	1093	0	9
2025-12-02	21:45:00	4195.11	4200.7	4194.06	4196.51	1066	0	9
2025-12-02	22:00:00	4196.56	4200.07	4194.85	4198.28	1119	0	17
2025-12-02	22:15:00	4198.39	4199.62	4195.76	4198.68	891	0	17
2025-12-02	22:30:00	4198.62	4212.34	4198.62	4209.77	1251	0	5
2025-12-02	22:45:00	4210.24	4212.22	4207.75	4210.15	1207	0	16
2025-12-02	23:00:00	4209.99	4211.74	4207.69	4209.18	759	0	17
2025-12-02	23:15:00	4209.22	4211.24	4208.41	4209.97	587	0	16
2025-12-02	23:30:00	4209.91	4211.58	4209.09	4210.32	596	0	16
2025-12-02	23:45:00	4210.34	4210.72	4205.2	4205.59	662	0	17
2025-12-03	01:00:00	4206.61	4213.14	4202.84	4207.73	1014	0	15
2025-12-03	01:15:00	4207.76	4210.73	4207.52	4209.02	876	0	5
2025-12-03	01:30:00	4209.08	4209.23	4206.51	4208.86	978	0	5
2025-12-03	01:45:00	4208.89	4216.25	4208.5	4212.93	1195	0	7
2025-12-03	02:00:00	4212.79	4212.93	4207.19	4209.67	1233	0	5
2025-12-03	02:15:00	4209.67	4211.67	4205.56	4207.44	979	0	17
2025-12-03	02:30:00	4207.49	4211.02	4205.59	4206.64	1069	0	5
2025-12-03	02:45:00	4206.66	4211.77	4204.6	4211.77	1172	0	5
2025-12-03	03:00:00	4212.71	4221.06	4211.59	4216.07	1356	0	15
2025-12-03	03:15:00	4216.11	4219.51	4214.18	4216.9	1265	0	16
2025-12-03	03:30:00	4216.76	4219.03	4213.42	4217.11	1270	0	16
2025-12-03	03:45:00	4217.09	4219.73	4214.07	4214.15	1242	0	15
2025-12-03	04:00:00	4214.31	4224.24	4214.17	4223.87	1281	0	11
2025-12-03	04:15:00	4223.92	4224.38	4219.04	4223.23	1121	0	16
2025-12-03	04:30:00	4223.15	4228.81	4222.49	4224.94	1274	0	5
2025-12-03	04:45:00	4225.18	4228.49	4224.29	4226.65	1144	0	10
2025-12-03	05:00:00	4226.67	4227.52	4220.43	4222.54	1135	0	17
2025-12-03	05:15:00	4222.63	4225.78	4221.23	4225.5	1101	0	12
2025-12-03	05:30:00	4225.56	4226.0	4220.53	4222.72	1011	0	6
2025-12-03	05:45:00	4222.72	4224.12	4220.14	4221.17	908	0	17
2025-12-03	06:00:00	4221.2	4221.27	4217.37	4220.39	963	0	17
2025-12-03	06:15:00	4220.38	4224.27	4220.14	4222.64	846	0	16
2025-12-03	06:30:00	4222.58	4225.35	4222.13	4224.16	837	0	16
2025-12-03	06:45:00	4224.08	4224.08	4220.19	4222.34	952	0	17
2025-12-03	07:00:00	4222.42	4223.91	4220.03	4220.96	930	0	16
2025-12-03	07:15:00	4220.98	4222.02	4218.83	4220.37	985	0	17
2025-12-03	07:30:00	4220.92	4220.92	4205.85	4207.33	1439	0	11
2025-12-03	07:45:00	4207.4	4209.76	4203.29	4207.65	1389	0	5
2025-12-03	08:00:00	4207.92	4209.83	4206.18	4207.89	1249	0	5
2025-12-03	08:15:00	4207.78	4211.8	4206.81	4208.95	1212	0	17
2025-12-03	08:30:00	4208.91	4209.78	4204.75	4206.97	1216	0	17
2025-12-03	08:45:00	4206.81	4210.01	4205.33	4208.05	1166	0	10
2025-12-03	09:00:00	4208.36	4210.06	4206.18	4206.18	1047	0	13
2025-12-03	09:15:00	4206.08	4208.24	4202.26	4202.47	1129	0	11
2025-12-03	09:30:00	4202.43	4207.35	4199.5	4205.99	1192	0	17
2025-12-03	09:45:00	4206.04	4207.66	4203.15	4206.55	1113	0	10
2025-12-03	10:00:00	4206.8	4208.08	4205.11	4206.78	1303	0	17
2025-12-03	10:15:00	4206.89	4207.41	4203.76	4206.32	1214	0	15
2025-12-03	10:30:00	4206.35	4210.26	4204.28	4208.84	1231	0	13
2025-12-03	10:45:00	4208.86	4209.57	4206.38	4206.43	1227	0	5
2025-12-03	11:00:00	4207.11	4207.48	4197.01	4199.81	1314	0	8
2025-12-03	11:15:00	4200.8	4202.98	4198.96	4199.87	1189	0	17
2025-12-03	11:30:00	4199.88	4202.17	4199.88	4201.44	1032	0	16
2025-12-03	11:45:00	4201.37	4202.25	4199.99	4202.07	1086	0	17
2025-12-03	12:00:00	4202.03	4202.56	4195.04	4195.13	1221	0	16
2025-12-03	12:15:00	4195.18	4204.79	4194.61	4202.67	1183	0	17
2025-12-03	12:30:00	4202.91	4203.95	4198.46	4201.34	1200	0	17
2025-12-03	12:45:00	4201.33	4201.59	4197.88	4200.56	1073	0	17
2025-12-03	13:00:00	4200.61	4200.75	4196.91	4199.43	1077	0	17
2025-12-03	13:15:00	4199.59	4205.62	4199.11	4205.25	1040	0	5
2025-12-03	13:30:00	4205.27	4207.26	4202.62	4203.94	1101	0	17
2025-12-03	13:45:00	4203.96	4209.23	4203.17	4208.57	1146	0	13
2025-12-03	14:00:00	4208.41	4210.6	4205.87	4207.56	1086	0	17
2025-12-03	14:15:00	4207.49	4209.73	4205.18	4208.14	1102	0	16
2025-12-03	14:30:00	4208.14	4214.42	4207.65	4214.22	1164	0	7
2025-12-03	14:45:00	4214.19	4214.41	4210.78	4213.51	1121	0	7
2025-12-03	15:00:00	4213.55	4216.88	4211.34	4211.34	1318	0	5
2025-12-03	15:15:00	4212.41	4222.91	4212.41	4220.44	1402	0	6
2025-12-03	15:30:00	4220.82	4225.68	4216.76	4223.67	1364	0	13
2025-12-03	15:45:00	4223.33	4238.95	4222.33	4236.79	1411	0	6
2025-12-03	16:00:00	4237.05	4240.51	4218.7	4226.68	1494	0	8
2025-12-03	16:15:00	4226.81	4230.73	4221.32	4224.59	1409	0	6
2025-12-03	16:30:00	4224.72	4241.35	4223.44	4226.74	1513	0	5
2025-12-03	16:45:00	4227.32	4227.32	4205.25	4212.13	1520	0	5
2025-12-03	17:00:00	4211.4	4219.41	4206.27	4217.57	1485	0	5
2025-12-03	17:15:00	4217.8	4224.56	4216.6	4221.72	1394	0	5
2025-12-03	17:30:00	4221.18	4229.4	4220.99	4227.34	1387	0	17
2025-12-03	17:45:00	4227.4	4228.11	4214.31	4216.35	1403	0	10
2025-12-03	18:00:00	4216.29	4221.94	4214.19	4219.36	1361	0	5
2025-12-03	18:15:00	4219.07	4219.45	4212.55	4219.0	1357	0	6
2025-12-03	18:30:00	4219.01	4224.95	4218.48	4220.43	1324	0	5
2025-12-03	18:45:00	4220.03	4220.93	4195.72	4201.02	1446	0	5
2025-12-03	19:00:00	4200.76	4212.47	4200.38	4210.87	1391	0	10
2025-12-03	19:15:00	4210.91	4213.16	4207.67	4208.94	1252	0	5
2025-12-03	19:30:00	4208.93	4215.49	4207.93	4212.48	1246	0	17
2025-12-03	19:45:00	4212.57	4214.58	4208.3	4211.03	1201	0	17
2025-12-03	20:00:00	4211.35	4211.53	4202.09	4204.45	1280	0	17
2025-12-03	20:15:00	4204.53	4206.44	4198.77	4201.68	1257	0	5
2025-12-03	20:30:00	4202.88	4206.69	4200.36	4205.03	1208	0	17
2025-12-03	20:45:00	4204.9	4205.67	4195.15	4196.88	1213	0	17
2025-12-03	21:00:00	4197.02	4203.76	4197.02	4201.21	1241	0	16
2025-12-03	21:15:00	4201.11	4206.62	4200.98	4205.97	1136	0	17
2025-12-03	21:30:00	4206.05	4209.9	4205.0	4208.93	1044	0	17
2025-12-03	21:45:00	4208.91	4209.88	4207.7	4207.86	1009	0	14
2025-12-03	22:00:00	4207.85	4212.61	4207.52	4211.26	1159	0	17
2025-12-03	22:15:00	4211.26	4211.48	4208.26	4210.19	1046	0	7
2025-12-03	22:30:00	4210.16	4210.84	4207.84	4208.58	1143	0	17
2025-12-03	22:45:00	4208.63	4208.91	4203.63	4206.24	1235	0	17
2025-12-03	23:00:00	4206.15	4210.15	4206.01	4209.84	911	0	17
2025-12-03	23:15:00	4209.91	4209.92	4206.52	4207.05	666	0	16
2025-12-03	23:30:00	4207.0	4209.72	4206.92	4209.58	597	0	5
2025-12-03	23:45:00	4209.57	4209.57	4202.62	4202.93	624	0	6
2025-12-04	01:00:00	4204.03	4207.82	4204.03	4206.36	923	0	8
2025-12-04	01:15:00	4206.52	4209.04	4206.14	4206.88	811	0	5
2025-12-04	01:30:00	4207.02	4207.4	4203.75	4206.15	936	0	7
2025-12-04	01:45:00	4206.09	4207.43	4202.22	4207.17	883	0	11
2025-12-04	02:00:00	4207.17	4210.54	4204.35	4207.69	952	0	5
2025-12-04	02:15:00	4207.68	4212.85	4206.32	4211.83	1010	0	16
2025-12-04	02:30:00	4211.59	4215.72	4211.08	4213.45	1084	0	17
2025-12-04	02:45:00	4213.47	4213.81	4209.35	4211.63	1058	0	17
2025-12-04	03:00:00	4211.28	4214.04	4205.83	4213.61	1284	0	5
2025-12-04	03:15:00	4213.62	4214.54	4210.37	4212.84	1286	0	17
2025-12-04	03:30:00	4213.18	4215.02	4210.93	4214.66	1149	0	12
2025-12-04	03:45:00	4214.65	4216.76	4207.43	4209.12	1201	0	15
2025-12-04	04:00:00	4209.08	4209.08	4199.01	4204.78	1279	0	5
2025-12-04	04:15:00	4204.74	4206.71	4202.57	4205.97	1013	0	17
2025-12-04	04:30:00	4205.95	4207.46	4201.25	4201.57	1220	0	17
2025-12-04	04:45:00	4201.55	4204.53	4199.83	4200.55	1207	0	17
2025-12-04	05:00:00	4200.48	4201.58	4187.2	4193.19	1268	0	17
2025-12-04	05:15:00	4193.05	4196.19	4192.18	4193.42	1181	0	17
2025-12-04	05:30:00	4193.32	4197.07	4190.1	4196.87	1061	0	11
2025-12-04	05:45:00	4197.14	4197.81	4193.73	4195.84	1028	0	16
2025-12-04	06:00:00	4195.68	4197.51	4192.78	4197.17	967	0	5
2025-12-04	06:15:00	4197.35	4199.07	4195.4	4198.42	923	0	12
2025-12-04	06:30:00	4198.48	4198.71	4196.79	4197.14	913	0	17
2025-12-04	06:45:00	4197.25	4197.63	4194.45	4196.94	977	0	14
2025-12-04	07:00:00	4196.81	4197.87	4194.32	4194.32	895	0	17
2025-12-04	07:15:00	4194.35	4197.54	4189.5	4197.13	1124	0	11
2025-12-04	07:30:00	4196.89	4198.98	4181.08	4184.23	1341	0	17
2025-12-04	07:45:00	4184.32	4185.64	4175.07	4181.08	1295	0	17
2025-12-04	08:00:00	4181.13	4185.75	4179.19	4180.22	1282	0	7
2025-12-04	08:15:00	4180.4	4185.82	4178.57	4183.02	1286	0	10
2025-12-04	08:30:00	4182.92	4189.25	4182.42	4188.98	1224	0	9
2025-12-04	08:45:00	4188.88	4190.22	4186.98	4190.04	1119	0	5
2025-12-04	09:00:00	4190.07	4192.22	4186.64	4192.22	1164	0	11
2025-12-04	09:15:00	4192.31	4194.88	4188.76	4189.38	1094	0	5
2025-12-04	09:30:00	4189.35	4191.52	4188.8	4189.72	991	0	17
2025-12-04	09:45:00	4189.75	4193.86	4186.45	4193.79	1139	0	5
2025-12-04	10:00:00	4193.47	4195.5	4189.89	4191.23	1217	0	14
2025-12-04	10:15:00	4191.15	4196.46	4190.99	4192.89	1214	0	6
2025-12-04	10:30:00	4192.61	4194.49	4190.84	4190.84	1145	0	16
2025-12-04	10:45:00	4191.15	4192.5	4184.58	4184.58	1210	0	17
2025-12-04	11:00:00	4184.69	4191.46	4183.75	4189.19	1222	0	12
2025-12-04	11:15:00	4189.31	4192.05	4187.57	4191.42	1172	0	17
2025-12-04	11:30:00	4191.22	4197.65	4190.69	4196.71	1109	0	5
2025-12-04	11:45:00	4196.71	4202.46	4196.21	4199.82	1160	0	12
2025-12-04	12:00:00	4200.02	4202.64	4198.91	4199.56	1076	0	17
2025-12-04	12:15:00	4199.59	4202.28	4198.47	4199.21	1119	0	17
2025-12-04	12:30:00	4199.37	4201.7	4197.94	4201.24	1020	0	17
2025-12-04	12:45:00	4201.25	4201.78	4196.55	4197.2	1044	0	5
2025-12-04	13:00:00	4197.25	4206.46	4197.25	4202.43	1130	0	7
2025-12-04	13:15:00	4202.4	4204.07	4197.3	4199.21	1083	0	10
2025-12-04	13:30:00	4199.3	4201.85	4197.88	4200.3	940	0	5
2025-12-04	13:45:00	4200.23	4200.73	4197.46	4198.65	933	0	17
2025-12-04	14:00:00	4198.56	4201.86	4193.75	4200.81	1136	0	16
2025-12-04	14:15:00	4200.84	4201.36	4192.87	4194.43	1110	0	17
2025-12-04	14:30:00	4194.19	4194.27	4188.71	4192.72	1224	0	10
2025-12-04	14:45:00	4192.75	4193.46	4188.87	4190.45	1178	0	5
2025-12-04	15:00:00	4190.25	4192.54	4185.85	4187.43	1325	0	13
2025-12-04	15:15:00	4187.15	4196.9	4185.64	4196.12	1275	0	5
2025-12-04	15:30:00	4191.54	4195.95	4187.06	4191.73	1348	0	17
2025-12-04	15:45:00	4191.86	4198.34	4188.37	4198.19	1281	0	5
2025-12-04	16:00:00	4198.33	4206.32	4198.33	4204.76	1326	0	5
2025-12-04	16:15:00	4204.81	4210.07	4202.49	4208.1	1294	0	5
2025-12-04	16:30:00	4208.12	4213.18	4193.72	4199.97	1400	0	16
2025-12-04	16:45:00	4199.61	4208.13	4196.98	4200.99	1394	0	10
2025-12-04	17:00:00	4201.15	4203.22	4191.38	4202.56	1408	0	5
2025-12-04	17:15:00	4202.62	4206.24	4200.71	4205.91	1340	0	10
2025-12-04	17:30:00	4206.05	4210.19	4204.66	4206.49	1302	0	8
2025-12-04	17:45:00	4206.47	4208.68	4202.63	4207.51	1316	0	16
2025-12-04	18:00:00	4207.41	4215.18	4206.72	4210.67	1316	0	8
2025-12-04	18:15:00	4210.6	4219.38	4209.98	4216.21	1263	0	10
2025-12-04	18:30:00	4216.16	4216.75	4207.64	4210.76	1274	0	5
