<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025-11-03	11:15:00	4021.62	4022.15	4005.26	4007.58	1316	0	9
2025-11-03	11:30:00	4007.57	4008.16	3996.12	3997.21	1338	0	5
2025-11-03	11:45:00	3996.94	4005.06	3993.48	4000.76	1300	0	15
2025-11-03	12:00:00	4000.8	4004.77	3994.72	3997.55	1232	0	10
2025-11-03	12:15:00	3997.26	4000.83	3996.24	3997.89	1159	0	5
2025-11-03	12:30:00	3997.5	4000.93	3994.55	3998.01	1141	0	5
2025-11-03	12:45:00	3997.99	3999.45	3994.32	3999.05	1087	0	16
2025-11-03	13:00:00	3998.98	4002.29	3994.2	4000.52	1175	0	6
2025-11-03	13:15:00	4000.39	4007.08	3998.82	4006.28	1213	0	10
2025-11-03	13:30:00	4006.55	4006.92	4003.01	4005.46	1145	0	16
2025-11-03	13:45:00	4005.21	4008.51	4004.48	4007.58	1071	0	15
2025-11-03	14:00:00	4007.62	4008.56	4004.72	4007.16	1095	0	5
2025-11-03	14:15:00	4007.17	4007.63	4001.66	4005.12	1061	0	14
2025-11-03	14:30:00	4005.15	4011.12	4003.7	4008.25	1107	0	7
2025-11-03	14:45:00	4008.31	4013.39	4007.49	4013.12	1164	0	6
2025-11-03	15:00:00	4013.12	4018.18	4011.55	4015.44	1295	0	5
2025-11-03	15:15:00	4015.36	4019.45	4013.99	4014.4	1310	0	5
2025-11-03	15:30:00	4014.42	4020.67	4010.66	4017.25	1298	0	5
2025-11-03	15:45:00	4017.3	4018.14	4014.7	4016.08	1210	0	12
2025-11-03	16:00:00	4015.86	4020.73	4012.76	4016.18	1283	0	11
2025-11-03	16:15:00	4016.33	4020.42	4009.52	4010.19	1250	0	9
2025-11-03	16:30:00	4010.02	4013.79	4001.84	4012.49	1395	0	5
2025-11-03	16:45:00	4013.26	4025.95	4013.04	4022.53	1394	0	6
2025-11-03	17:00:00	4023.12	4030.74	4023.12	4027.03	1454	0	16
2025-11-03	17:15:00	4026.93	4028.48	4009.02	4011.24	1417	0	13
2025-11-03	17:30:00	4011.03	4022.64	4006.29	4021.35	1425	0	5
2025-11-03	17:45:00	4021.24	4023.72	4003.71	4008.34	1395	0	5
2025-11-03	18:00:00	4008.47	4013.33	4001.81	4004.76	1346	0	16
2025-11-03	18:15:00	4004.32	4005.26	3995.29	3998.03	1335	0	9
2025-11-03	18:30:00	3997.84	4004.49	3995.93	4003.74	1285	0	11
2025-11-03	18:45:00	4003.69	4009.57	4001.86	4008.28	1208	0	5
2025-11-03	19:00:00	4008.26	4009.88	4003.54	4008.05	1193	0	10
2025-11-03	19:15:00	4008.09	4012.08	4006.77	4006.94	1194	0	5
2025-11-03	19:30:00	4006.95	4007.44	4004.41	4005.82	1085	0	5
2025-11-03	19:45:00	4005.68	4007.67	4005.25	4006.19	1001	0	15
2025-11-03	20:00:00	4006.19	4006.91	4001.64	4002.93	1064	0	16
2025-11-03	20:15:00	4002.94	4003.91	3999.64	4001.23	1174	0	5
2025-11-03	20:30:00	4001.28	4009.73	4001.17	4008.4	1093	0	9
2025-11-03	20:45:00	4008.44	4008.58	4003.5	4006.8	1041	0	16
2025-11-03	21:00:00	4006.88	4008.31	3994.68	4003.47	1297	0	9
2025-11-03	21:15:00	4003.47	4006.03	4001.71	4004.19	1196	0	17
2025-11-03	21:30:00	4003.98	4005.03	4000.6	4000.62	1144	0	9
2025-11-03	21:45:00	4000.64	4007.66	3999.73	4004.72	1223	0	16
2025-11-03	22:00:00	4004.74	4012.27	4004.73	4010.2	1121	0	8
2025-11-03	22:15:00	4010.29	4014.79	4009.5	4011.53	1157	0	5
2025-11-03	22:30:00	4011.41	4012.06	4007.24	4009.27	1091	0	5
2025-11-03	22:45:00	4009.32	4012.08	4008.04	4010.21	1104	0	5
2025-11-03	23:00:00	4009.78	4009.98	4004.38	4004.75	766	0	16
2025-11-03	23:15:00	4005.0	4005.75	4001.03	4001.91	791	0	13
2025-11-03	23:30:00	4001.89	4002.79	4000.34	4001.18	644	0	17
2025-11-03	23:45:00	4001.22	4001.95	3999.71	4001.21	417	0	17
2025-11-04	01:00:00	4001.56	4005.77	3980.98	3988.15	1084	0	8
2025-11-04	01:15:00	3987.92	3997.35	3987.92	3995.75	984	0	5
2025-11-04	01:30:00	3995.9	3999.91	3994.43	3998.05	990	0	7
2025-11-04	01:45:00	3998.1	3999.82	3992.71	3997.67	998	0	16
2025-11-04	02:00:00	3997.7	3998.79	3990.3	3994.79	1219	0	8
2025-11-04	02:15:00	3994.91	3999.3	3992.4	3993.0	1049	0	17
2025-11-04	02:30:00	3993.18	3993.9	3977.83	3979.88	1313	0	5
2025-11-04	02:45:00	3979.92	3989.05	3979.82	3986.48	1352	0	16
2025-11-04	03:00:00	3986.47	3992.75	3984.92	3990.24	1382	0	5
2025-11-04	03:15:00	3990.07	3994.54	3980.86	3985.15	1333	0	16
2025-11-04	03:30:00	3985.34	3987.99	3979.63	3987.29	1307	0	16
2025-11-04	03:45:00	3987.39	3990.16	3985.04	3987.42	1226	0	9
2025-11-04	04:00:00	3987.38	3987.38	3975.51	3977.18	1282	0	13
2025-11-04	04:15:00	3977.14	3984.07	3977.14	3983.89	1044	0	16
2025-11-04	04:30:00	3983.98	3985.39	3977.49	3983.35	1232	0	5
2025-11-04	04:45:00	3983.35	3986.74	3975.72	3986.71	1250	0	5
2025-11-04	05:00:00	3987.02	3990.39	3981.66	3988.32	1165	0	16
2025-11-04	05:15:00	3988.31	3993.94	3984.96	3992.88	1063	0	11
2025-11-04	05:30:00	3992.7	3999.38	3990.95	3992.16	1223	0	5
2025-11-04	05:45:00	3992.23	3995.39	3991.04	3994.66	1060	0	17
2025-11-04	06:00:00	3994.52	3995.19	3988.24	3988.75	1094	0	16
2025-11-04	06:15:00	3988.76	3992.98	3987.95	3991.89	998	0	17
2025-11-04	06:30:00	3991.75	3993.38	3988.03	3988.24	1081	0	16
2025-11-04	06:45:00	3988.18	3991.38	3983.58	3985.51	1140	0	16
2025-11-04	07:00:00	3985.09	3986.76	3980.83	3983.82	1112	0	7
2025-11-04	07:15:00	3983.82	3986.93	3982.94	3983.04	1019	0	16
2025-11-04	07:30:00	3983.01	3985.57	3975.99	3976.4	1275	0	12
2025-11-04	07:45:00	3976.43	3981.63	3973.08	3973.45	1320	0	5
2025-11-04	08:00:00	3973.44	3975.2	3966.91	3974.55	1325	0	5
2025-11-04	08:15:00	3974.58	3976.08	3968.65	3975.62	1245	0	5
2025-11-04	08:30:00	3975.73	3980.83	3973.78	3979.47	1257	0	5
2025-11-04	08:45:00	3979.48	3987.82	3977.69	3985.24	1257	0	8
2025-11-04	09:00:00	3985.23	3990.0	3982.33	3987.1	1267	0	5
2025-11-04	09:15:00	3987.29	3996.34	3985.76	3993.99	1261	0	5
2025-11-04	09:30:00	3994.07	3995.77	3990.48	3991.74	1116	0	6
2025-11-04	09:45:00	3991.45	3996.17	3991.12	3993.95	1075	0	16
2025-11-04	10:00:00	3994.17	3999.24	3991.56	3991.69	1234	0	12
2025-11-04	10:15:00	3991.7	4000.69	3990.59	3999.89	1247	0	5
2025-11-04	10:30:00	3999.85	4000.42	3995.24	3999.05	1163	0	17
2025-11-04	10:45:00	3999.11	4000.22	3995.59	3996.04	1155	0	16
2025-11-04	11:00:00	3995.81	3997.78	3991.14	3991.75	1176	0	5
2025-11-04	11:15:00	3991.7	3994.73	3991.24	3991.94	1108	0	5
2025-11-04	11:30:00	3991.91	3999.38	3991.72	3997.08	1150	0	5
2025-11-04	11:45:00	3997.08	3997.73	3990.35	3991.17	1204	0	5
2025-11-04	12:00:00	3991.13	3994.63	3985.87	3994.58	1248	0	5
2025-11-04	12:15:00	3994.88	3996.78	3991.21	3992.05	1130	0	5
2025-11-04	12:30:00	3991.29	3997.37	3990.86	3995.64	1157	0	5
2025-11-04	12:45:00	3995.66	3996.35	3991.2	3993.86	1029	0	16
2025-11-04	13:00:00	3994.04	3995.64	3991.61	3993.83	922	0	16
2025-11-04	13:15:00	3993.86	3995.68	3992.78	3994.16	874	0	16
2025-11-04	13:30:00	3994.22	3995.73	3992.37	3992.4	982	0	16
2025-11-04	13:45:00	3992.42	4000.21	3991.89	3995.5	1141	0	16
2025-11-04	14:00:00	3995.52	3996.74	3993.57	3996.62	1085	0	6
2025-11-04	14:15:00	3996.65	3997.58	3989.6	3990.34	1038	0	9
2025-11-04	14:30:00	3990.28	3990.67	3984.38	3990.54	1211	0	5
2025-11-04	14:45:00	3990.53	3992.43	3983.39	3984.67	1218	0	7
2025-11-04	15:00:00	3984.3	3995.61	3983.71	3992.78	1292	0	16
2025-11-04	15:15:00	3993.25	3995.96	3982.9	3983.8	1281	0	5
2025-11-04	15:30:00	3983.84	3988.04	3975.45	3980.19	1336	0	17
2025-11-04	15:45:00	3980.0	3982.27	3972.0	3975.93	1331	0	6
2025-11-04	16:00:00	3975.24	3976.65	3964.23	3975.79	1332	0	5
2025-11-04	16:15:00	3975.63	3977.55	3951.11	3951.11	1297	0	9
2025-11-04	16:30:00	3950.93	3956.3	3928.9	3930.94	1564	0	5
2025-11-04	16:45:00	3930.93	3959.92	3930.89	3956.82	1427	0	5
2025-11-04	17:00:00	3956.93	3958.72	3944.06	3947.35	1415	0	5
2025-11-04	17:15:00	3947.37	3952.85	3941.09	3949.15	1383	0	5
2025-11-04	17:30:00	3949.08	3967.73	3948.47	3965.51	1374	0	10
2025-11-04	17:45:00	3965.2	3965.86	3956.68	3956.8	1320	0	11
2025-11-04	18:00:00	3956.86	3965.53	3956.77	3963.61	1231	0	5
2025-11-04	18:15:00	3964.09	3976.02	3963.54	3972.5	1332	0	7
2025-11-04	18:30:00	3972.69	3973.87	3965.71	3969.55	1292	0	6
2025-11-04	18:45:00	3969.71	3970.23	3964.2	3969.02	1254	0	5
2025-11-04	19:00:00	3969.33	3970.98	3961.86	3963.92	1207	0	5
2025-11-04	19:15:00	3964.02	3965.23	3958.28	3959.6	1282	0	10
2025-11-04	19:30:00	3959.68	3965.16	3959.3	3961.25	1241	0	7
2025-11-04	19:45:00	3961.22	3964.14	3952.43	3955.11	1292	0	5
2025-11-04	20:00:00	3954.79	3956.85	3949.6	3950.65	1240	0	5
2025-11-04	20:15:00	3950.83	3952.72	3945.5	3950.79	1285	0	5
2025-11-04	20:30:00	3951.18	3951.61	3932.19	3938.49	1375	0	5
2025-11-04	20:45:00	3938.41	3941.36	3935.51	3937.76	1317	0	5
2025-11-04	21:00:00	3937.76	3943.91	3934.77	3941.08	1356	0	5
2025-11-04	21:15:00	3940.54	3943.98	3940.27	3941.82	1274	0	16
2025-11-04	21:30:00	3941.65	3943.07	3935.8	3938.25	1261	0	8
2025-11-04	21:45:00	3938.05	3939.67	3936.03	3937.36	1229	0	16
2025-11-04	22:00:00	3937.48	3939.36	3931.48	3934.21	1160	0	5
2025-11-04	22:15:00	3934.45	3937.83	3931.9	3937.47	1189	0	16
2025-11-04	22:30:00	3937.57	3942.02	3935.96	3940.96	1222	0	5
2025-11-04	22:45:00	3940.95	3941.2	3936.52	3938.72	1275	0	5
2025-11-04	23:00:00	3938.7	3938.7	3933.76	3934.27	750	0	5
2025-11-04	23:15:00	3934.31	3935.37	3930.99	3934.01	534	0	5
2025-11-04	23:30:00	3933.95	3935.04	3930.63	3931.12	559	0	5
2025-11-04	23:45:00	3930.86	3934.05	3930.71	3931.85	490	0	5
2025-11-05	01:00:00	3934.14	3940.35	3931.64	3935.77	1099	0	15
2025-11-05	01:15:00	3935.74	3939.46	3934.94	3937.68	967	0	14
2025-11-05	01:30:00	3937.7	3938.57	3933.33	3938.0	953	0	16
2025-11-05	01:45:00	3938.0	3938.0	3930.83	3934.74	1118	0	16
2025-11-05	02:00:00	3934.74	3943.18	3933.03	3939.98	1205	0	16
2025-11-05	02:15:00	3940.1	3942.52	3934.21	3938.92	1179	0	16
2025-11-05	02:30:00	3938.94	3939.97	3929.03	3931.92	1314	0	5
2025-11-05	02:45:00	3931.85	3939.9	3929.53	3939.88	1180	0	17
2025-11-05	03:00:00	3940.36	3945.14	3937.33	3943.06	1320	0	17
2025-11-05	03:15:00	3943.06	3948.49	3938.55	3946.27	1296	0	10
2025-11-05	03:30:00	3946.31	3949.39	3943.07	3943.51	1321	0	15
2025-11-05	03:45:00	3943.14	3943.58	3934.03	3937.07	1303	0	11
2025-11-05	04:00:00	3937.02	3945.08	3935.68	3942.02	1204	0	5
2025-11-05	04:15:00	3942.01	3942.19	3936.27	3938.07	1081	0	5
2025-11-05	04:30:00	3938.04	3948.69	3938.04	3945.2	1196	0	13
2025-11-05	04:45:00	3945.19	3950.88	3945.19	3948.58	1162	0	7
2025-11-05	05:00:00	3948.51	3956.15	3947.62	3952.95	1171	0	11
2025-11-05	05:15:00	3952.93	3956.21	3952.71	3953.06	1040	0	6
2025-11-05	05:30:00	3953.18	3959.32	3951.89	3958.92	985	0	5
2025-11-05	05:45:00	3959.2	3965.27	3959.17	3960.85	1127	0	5
2025-11-05	06:00:00	3960.54	3964.9	3959.81	3961.9	856	0	5
2025-11-05	06:15:00	3961.92	3964.35	3960.13	3963.61	908	0	5
2025-11-05	06:30:00	3963.58	3972.25	3963.57	3971.17	1126	0	15
2025-11-05	06:45:00	3971.07	3973.39	3967.57	3970.31	1099	0	5
2025-11-05	07:00:00	3970.33	3972.23	3967.16	3971.09	1023	0	5
2025-11-05	07:15:00	3971.06	3978.39	3970.4	3975.84	999	0	5
2025-11-05	07:30:00	3975.5	3976.12	3969.13	3969.8	1138	0	16
2025-11-05	07:45:00	3970.06	3970.06	3962.37	3964.84	1118	0	16
2025-11-05	08:00:00	3965.18	3968.8	3961.93	3964.86	1134	0	5
2025-11-05	08:15:00	3964.9	3970.14	3963.87	3967.52	1071	0	5
2025-11-05	08:30:00	3967.46	3973.67	3965.4	3971.76	1173	0	11
2025-11-05	08:45:00	3971.72	3972.08	3965.29	3965.98	1033	0	5
2025-11-05	09:00:00	3966.01	3967.63	3963.77	3966.38	1189	0	5
2025-11-05	09:15:00	3966.44	3969.88	3963.8	3966.08	1034	0	9
2025-11-05	09:30:00	3966.01	3971.25	3965.32	3970.16	1058	0	5
2025-11-05	09:45:00	3970.08	3974.82	3968.58	3972.62	1005	0	10
2025-11-05	10:00:00	3972.89	3987.13	3972.81	3982.27	1304	0	5
2025-11-05	10:15:00	3982.24	3983.96	3978.19	3979.99	1193	0	5
2025-11-05	10:30:00	3979.78	3985.59	3979.65	3981.77	1140	0	15
2025-11-05	10:45:00	3981.69	3983.53	3979.52	3979.9	1005	0	5
2025-11-05	11:00:00	3979.64	3981.19	3975.08	3975.48	1117	0	5
2025-11-05	11:15:00	3975.5	3975.7	3964.0	3965.52	1208	0	5
2025-11-05	11:30:00	3965.6	3971.46	3963.84	3969.62	1123	0	9
2025-11-05	11:45:00	3969.61	3972.48	3968.83	3971.81	967	0	11
2025-11-05	12:00:00	3971.73	3971.74	3955.99	3963.86	1166	0	5
2025-11-05	12:15:00	3963.84	3967.27	3960.33	3964.58	1003	0	5
2025-11-05	12:30:00	3964.56	3967.3	3964.15	3966.95	964	0	12
2025-11-05	12:45:00	3966.98	3970.29	3960.51	3964.37	1106	0	5
2025-11-05	13:00:00	3964.46	3968.84	3960.6	3960.86	1060	0	5
2025-11-05	13:15:00	3960.83	3961.73	3957.74	3958.27	1044	0	7
2025-11-05	13:30:00	3958.22	3964.08	3957.64	3963.22	1027	0	8
2025-11-05	13:45:00	3963.21	3968.19	3962.45	3966.9	1086	0	8
2025-11-05	14:00:00	3966.74	3966.98	3962.18	3964.33	1033	0	5
2025-11-05	14:15:00	3964.27	3969.89	3963.75	3967.48	1048	0	5
2025-11-05	14:30:00	3967.45	3968.05	3963.15	3964.71	1014	0	13
2025-11-05	14:45:00	3964.6	3969.52	3963.5	3969.41	1027	0	7
2025-11-05	15:00:00	3969.46	3974.69	3966.69	3972.38	1190	0	7
2025-11-05	15:15:00	3972.82	3977.52	3964.42	3976.34	1305	0	11
2025-11-05	15:30:00	3976.13	3977.19	3970.72	3974.45	1274	0	5
2025-11-05	15:45:00	3974.59	3979.71	3971.32	3975.89	1213	0	16
2025-11-05	16:00:00	3975.82	3980.68	3973.59	3979.36	1237	0	5
2025-11-05	16:15:00	3979.45	3985.08	3978.38	3983.63	1205	0	5
2025-11-05	16:30:00	3983.34	3985.52	3975.78	3976.34	1358	0	6
2025-11-05	16:45:00	3976.36	3978.69	3969.26	3973.27	1348	0	8
2025-11-05	17:00:00	3971.65	3977.75	3963.69	3970.61	1410	0	12
2025-11-05	17:15:00	3970.88	3980.02	3966.42	3979.24	1306	0	5
2025-11-05	17:30:00	3979.16	3984.37	3978.22	3983.03	1316	0	5
2025-11-05	17:45:00	3982.79	3984.47	3977.11	3978.21	1236	0	8
2025-11-05	18:00:00	3978.5	3982.01	3976.07	3976.6	1206	0	9
2025-11-05	18:15:00	3976.59	3981.34	3974.9	3981.3	1185	0	15
2025-11-05	18:30:00	3981.5	3984.23	3977.67	3982.61	1196	0	11
2025-11-05	18:45:00	3982.7	3990.32	3982.7	3986.88	1186	0	5
2025-11-05	19:00:00	3986.99	3989.62	3982.38	3984.14	1184	0	5
2025-11-05	19:15:00	3984.13	3985.33	3978.72	3982.33	1127	0	15
2025-11-05	19:30:00	3982.29	3984.26	3979.76	3983.13	1028	0	5
2025-11-05	19:45:00	3983.1	3983.43	3979.83	3982.03	1022	0	8
2025-11-05	20:00:00	3982.18	3983.72	3979.6	3983.64	987	0	16
2025-11-05	20:15:00	3983.58	3986.0	3981.97	3983.6	1029	0	6
2025-11-05	20:30:00	3983.39	3985.01	3979.05	3979.66	1007	0	10
2025-11-05	20:45:00	3979.67	3983.19	3979.66	3982.43	974	0	5
2025-11-05	21:00:00	3982.41	3985.92	3979.52	3980.32	1039	0	14
2025-11-05	21:15:00	3980.22	3984.39	3979.36	3984.16	1046	0	5
2025-11-05	21:30:00	3984.17	3988.89	3983.01	3987.18	1057	0	6
2025-11-05	21:45:00	3987.1	3988.79	3986.54	3987.81	889	0	17
2025-11-05	22:00:00	3987.81	3990.18	3986.61	3987.71	999	0	17
2025-11-05	22:15:00	3987.69	3988.6	3985.68	3985.69	1023	0	12
2025-11-05	22:30:00	3985.66	3988.22	3984.1	3984.56	989	0	5
2025-11-05	22:45:00	3984.59	3985.48	3981.6	3984.41	1119	0	5
2025-11-05	23:00:00	3984.08	3984.88	3981.56	3983.4	785	0	15
2025-11-05	23:15:00	3983.47	3984.27	3981.57	3981.92	679	0	9
2025-11-05	23:30:00	3981.96	3983.34	3981.86	3982.14	491	0	17
2025-11-05	23:45:00	3982.13	3983.04	3977.79	3978.99	469	0	17
2025-11-06	01:00:00	3980.03	3983.81	3966.24	3969.92	1555	0	15
2025-11-06	01:15:00	3970.09	3971.87	3968.67	3970.25	765	0	6
2025-11-06	01:30:00	3970.65	3975.25	3970.47	3973.33	979	0	13
2025-11-06	01:45:00	3973.28	3977.44	3973.06	3973.56	901	0	17
2025-11-06	02:00:00	3973.58	3975.37	3970.39	3974.77	944	0	17
2025-11-06	02:15:00	3974.81	3974.86	3971.12	3973.58	884	0	17
2025-11-06	02:30:00	3973.66	3974.7	3969.47	3972.34	1111	0	13
2025-11-06	02:45:00	3972.35	3975.86	3970.57	3975.86	1094	0	13
2025-11-06	03:00:00	3976.18	3977.21	3964.71	3969.81	1343	0	10
2025-11-06	03:15:00	3969.83	3975.44	3968.24	3969.11	1229	0	16
2025-11-06	03:30:00	3969.05	3974.02	3967.73	3970.98	1159	0	16
2025-11-06	03:45:00	3971.08	3976.64	3971.03	3976.6	1120	0	5
2025-11-06	04:00:00	3976.6	3979.33	3974.18	3977.33	1116	0	5
2025-11-06	04:15:00	3977.37	3978.94	3976.39	3978.0	877	0	14
2025-11-06	04:30:00	3977.99	3985.16	3977.99	3980.21	1220	0	15
2025-11-06	04:45:00	3980.11	3984.24	3979.64	3983.38	1020	0	17
2025-11-06	05:00:00	3983.57	3985.48	3979.68	3985.02	1054	0	18
2025-11-06	05:15:00	3984.85	3987.01	3982.86	3986.19	1041	0	17
2025-11-06	05:30:00	3986.2	3990.64	3985.92	3987.59	1008	0	17
2025-11-06	05:45:00	3987.72	3988.03	3985.37	3987.58	964	0	17
2025-11-06	06:00:00	3987.61	3988.03	3984.63	3985.56	849	0	17
2025-11-06	06:15:00	3985.84	3987.48	3985.04	3986.73	776	0	17
2025-11-06	06:30:00	3986.63	3989.52	3986.0	3986.9	795	0	11
2025-11-06	06:45:00	3986.9	3989.94	3985.17	3988.78	874	0	17
2025-11-06	07:00:00	3988.55	3990.26	3986.12	3988.05	946	0	11
2025-11-06	07:15:00	3988.06	3991.08	3988.0	3990.2	739	0	17
2025-11-06	07:30:00	3990.25	3990.3	3985.82	3987.83	1112	0	17
2025-11-06	07:45:00	3987.85	3990.23	3986.74	3988.03	1038	0	16
2025-11-06	08:00:00	3987.69	3989.75	3985.09	3987.09	1136	0	10
2025-11-06	08:15:00	3986.96	3988.71	3985.41	3987.12	1029	0	14
2025-11-06	08:30:00	3987.11	3987.45	3984.21	3984.21	967	0	8
2025-11-06	08:45:00	3984.38	3992.86	3982.2	3991.5	1124	0	5
2025-11-06	09:00:00	3991.35	3998.51	3991.32	3998.25	1205	0	5
2025-11-06	09:15:00	3998.26	4008.86	3997.54	4004.37	1237	0	8
2025-11-06	09:30:00	4004.34	4009.59	4003.97	4005.28	1175	0	5
2025-11-06	09:45:00	4005.27	4009.54	4004.06	4005.79	1030	0	10
2025-11-06	10:00:00	4005.66	4009.54	4004.71	4009.19	1166	0	5
2025-11-06	10:15:00	4009.47	4016.15	4008.46	4015.64	1203	0	9
2025-11-06	10:30:00	4015.59	4016.53	4010.23	4010.23	1139	0	7
2025-11-06	10:45:00	4010.25	4015.7	4010.14	4014.73	1108	0	16
2025-11-06	11:00:00	4014.68	4015.21	4010.67	4012.1	1160	0	5
2025-11-06	11:15:00	4012.12	4014.93	4011.17	4012.64	1174	0	5
2025-11-06	11:30:00	4012.59	4013.51	4010.51	4012.33	941	0	16
2025-11-06	11:45:00	4012.38	4012.77	4009.43	4011.01	1057	0	5
2025-11-06	12:00:00	4011.02	4011.33	4006.02	4008.62	1069	0	16
2025-11-06	12:15:00	4008.64	4009.17	4005.27	4006.24	1015	0	15
2025-11-06	12:30:00	4006.15	4008.74	4004.29	4007.77	1135	0	14
2025-11-06	12:45:00	4007.74	4009.51	4005.29	4008.36	970	0	5
2025-11-06	13:00:00	4008.27	4010.62	4007.66	4009.91	968	0	5
2025-11-06	13:15:00	4010.0	4011.11	4007.07	4009.47	1038	0	5
2025-11-06	13:30:00	4009.42	4017.01	4009.4	4015.97	1197	0	7
2025-11-06	13:45:00	4016.01	4019.55	4013.83	4018.11	1079	0	11
2025-11-06	14:00:00	4017.97	4019.5	4012.29	4012.8	1173	0	7
2025-11-06	14:15:00	4012.78	4014.57	4010.53	4011.59	1035	0	10
2025-11-06	14:30:00	4011.73	4013.19	4007.01	4009.18	1060	0	7
2025-11-06	14:45:00	4009.3	4010.46	4003.19	4005.29	1123	0	5
2025-11-06	15:00:00	4005.33	4012.84	4003.51	4011.78	1300	0	6
2025-11-06	15:15:00	4011.76	4015.79	4010.2	4013.37	1204	0	9
2025-11-06	15:30:00	4013.31	4016.04	4010.62	4013.7	1183	0	9
2025-11-06	15:45:00	4013.31	4016.02	4012.0	4012.1	1128	0	16
2025-11-06	16:00:00	4012.12	4013.83	4005.16	4008.32	1274	0	13
2025-11-06	16:15:00	4008.33	4008.33	3988.62	3991.74	1369	0	5
2025-11-06	16:30:00	3991.39	4002.74	3990.62	3998.11	1412	0	5
2025-11-06	16:45:00	3998.34	4000.87	3992.83	3993.06	1343	0	5
2025-11-06	17:00:00	3992.15	3993.66	3978.33	3982.56	1460	0	5
2025-11-06	17:15:00	3982.68	3991.14	3981.85	3986.7	1363	0	16
2025-11-06	17:30:00	3986.94	3987.21	3975.6	3978.36	1405	0	8
2025-11-06	17:45:00	3978.42	3983.87	3976.98	3980.25	1349	0	8
2025-11-06	18:00:00	3980.23	3986.11	3979.83	3982.0	1344	0	8
2025-11-06	18:15:00	3981.87	3983.79	3976.55	3983.69	1319	0	5
2025-11-06	18:30:00	3983.55	3983.84	3976.55	3979.19	1297	0	5
2025-11-06	18:45:00	3979.18	3984.67	3977.86	3980.9	1258	0	14
